"Item SKU","Item Name","Item Format","Composing Quantity"
"KFMT-BBPC","Kirami Family M Thermowood Hot Tub (3-5 people) - Standard Bundle","Simple",
"KFMT-SB","Kirami Family M Thermowood Hot Tub (3-5 people) - Starter Bundle","Simple",

"SKU-IYZEAN2H70","Husqvarna Mineral Chain Oil","Variable",
"579396101","Husqvarna Mineral Chain Oil - 5 Litre","Simple",
"579396201","Husqvarna Mineral Chain Oil - 20 Litre","Simple",
"579396001","Husqvarna Mineral Chain Oil - 1 Litre","Simple",

"SKU-VQFDJHUV32","Husqvarna Technical Gloves","Variable",
"599650309","Husqvarna Technical Gloves - Size 9","Simple",
"599650310","Husqvarna Technical Gloves - Size 10","Simple",

"SKU-6LWGGVIO6A","Husqvarna Saw chain X-CUT SP21G Semi chisel PIXEL .325"" mini 1.1 mm","Variable",
"593914151","Husqvarna Saw chain X-CUT SP21G Semi chisel PIXEL .325"" mini 1.1 mm - 12"" Chain","Simple",
"593914164","Husqvarna Saw chain X-CUT SP21G Semi chisel PIXEL .325"" mini 1.1 mm - 16"" Chain","Simple",
"593914159","Husqvarna Saw chain X-CUT SP21G Semi chisel PIXEL .325"" mini 1.1 mm - 14"" Chain","Simple",

"SKU-BAN2LI6LTN","Husqvarna Protective Leather boots F24 (with saw protection)","Variable",
"595087342","Husqvarna Protective Leather boots F24 (with saw protection) - Size 8","Simple",
"595087344","Husqvarna Protective Leather boots F24 (with saw protection) - Size 9.5","Simple",
"595087345","Husqvarna Protective Leather boots F24 (with saw protection) - Size 10.5","Simple",

"SKU-BXSH7TR2NW","Husqvarna 315iC Battery Trimmer","Variable",
"967915911","Husqvarna 315iC Battery Trimmer - 315iC Unit Only","Simple",
"967915911Kit","Husqvarna 315iC Battery Trimmer - Unit + BLi20 &amp; QC80","Simple",

"SKU-HTWXV2VS10","Calido Fire Log Briquettes + Net Bag Bundle","Variable",
"CFL48BIRCHNET12","Calido Fire Log Briquettes + Net Bag Bundle - 48 Packs of Fire Logs w/ 12 Birch Net Bags","Simple",
"CFL48ASHNET12","Calido Fire Log Briquettes + Net Bag Bundle - 48 Packs of Fire Logs w/ 12 Ash Net Bags","Simple",

"SKU-00N511WEHX","Husqvarna Classic Waist Trousers","Variable",
"595001448","Husqvarna Classic Waist Trousers - 34""","Simple",
"529518946","Husqvarna Classic Waist Trousers - 32""","Simple",
"595001452","Husqvarna Classic Waist Trousers - 36""","Simple",

"SKU-LNG077UPTT","Charnwood Aire 5 Store Stand – 5kW","Variable",
"009/AIRE05SS/GM","Charnwood Aire 5 Store Stand – 5kW - Gunmetal Grey","Simple",
"009/AIRE05SS/MB","Charnwood Aire 5 Store Stand – 5kW - Matt Black","Simple",

"KFMT-SB","Kirami Family M Thermowood Hot Tub (3-5 people) - Starter Bundle","Composite",
"KFamilyM-BOM","Kirami Family M Hot Tub Unit (Thermowood)","Simple","1"

"KHDW-BB","Kirami Hazy M DarkWalnut Hot Tub (4-6 people) - Starter Bundle","Composite",
"KHazyDW-BOM","Kirami Hazy Dark Walnut - Unit Only","Simple","1"

"SKU-33YF1CGV45","Husqvarna Petrol Chainsaw 560 XP®","Variable",
"970501718","Husqvarna Petrol Chainsaw 560 XP® - 18""","Simple",
"970501700","Husqvarna Petrol Chainsaw 560 XP® - Unit Only","Simple",
"970501715","Husqvarna Petrol Chainsaw 560 XP® - 15""","Simple",

"SKU-FUL7KZ8VYW","Husqvarna Lawn Mower LC 141iV","Variable",
"967099201","Husqvarna Lawn Mower LC 141iV - Unit Only","Simple",
"967099202","Husqvarna Lawn Mower LC 141iV - Unit + BLi20 &amp; QC80","Simple",

"KHDW-BBPC","Kirami Hazy M DarkWalnut Hot Tub (4-6 people) - Standard Bundle","Composite",
"PC1900-K","Kirami ABS Cover 170cm","Simple","1"
"SPELTI-CMC","Kirami Air Vent for External Heaters","Simple","1"
"KHazyDW-BOM","Kirami Hazy Dark Walnut - Unit Only","Simple","1"

"PTB63","Pizza Tronchetti Briquettes - Large Pallet","Composite",
"PTB1","Pizza Tronchetti Briquettes - In Store","Simple","63"

"SKU-BV8A2ED61R","Delivita Pizza Oven Very Black","Variable",
"1003-WFCB","Delivita Pizza Oven Very Black - Wood-Fired Chef's Bundle","Simple",
"1003-PB","Delivita Pizza Oven Very Black - Pizzaiolo Bundle","Simple",
"1003-Unit","Delivita Pizza Oven Very Black - Pizza Oven Only","Simple",
"1003-CCB","Delivita Pizza Oven Very Black - Complete Collection Bundle","Simple",

"SKU-GJY0ZNZYEM","Husqvarna 120iB Battery Leaf Blower","Variable",
"967976102","Husqvarna 120iB Battery Leaf Blower - 120iB Blower Kit","Simple",
"967976101","Husqvarna 120iB Battery Leaf Blower - 120iB Bare Unit","Simple",

"KT-BBPC","Kirami Tiny Hot Tub (1-2 people) - Standard Bundle","Composite",
"KTiny-BOM","Kirami Tiny Hot Tub Unit","Simple","1"
"SPELTI-CMC","Kirami Air Vent for External Heaters","Simple","1"

"1004-PB","Delivita Pizza Oven Hale Grey - Pizzaiolo Bundle","Composite",
"1004","Delivita Pizza Oven Hale Grey - Unit","Simple","1"
"PIZZAIOLOCOLLECTION","Delivita Pizzaiolo Collection","Simple","1"

"SKU-EAXECAWKTE","Husqvarna Bar Cover","Variable",
"501834504","Husqvarna Bar Cover - 24-28""","Simple",
"501834411","Husqvarna Bar Cover - 18-20""","Simple",
"501834409","Husqvarna Bar Cover - 13-16""","Simple",

"970500902","Husqvarna LC 137i Lawn Mower - LC 137i Kit (includes BLi20 &amp; QC80)","Composite",
"967335651","Husqvarna QC80 Charger","Simple","1"
"967091701","Husqvarna BLi20 Battery","Simple","1"
"967628401-BOM","Husqvarna LC 137i Lawn Mower Unit Only","Simple","1"

"ASHNET32","32 Large Net Bags - Ash","Composite",
"ASHNET1","Single Ash Net","Simple","32"

